schedule_date,schedule_season,schedule_week,schedule_playoff,team_home,score_home,score_away,team_away,team_favorite_id,spread_favorite,over_under_line,stadium,stadium_neutral,weather_temperature,weather_wind_mph,weather_humidity,weather_detail
9/21/25,2025,3,FALSE,CHI,31,14,DAL,DAL,-1,50,Soldier Field,FALSE,82,4,48,
9/21/25,2025,3,FALSE,CLE,13,10,GB,GB,-7.5,41,Huntington Bank Field,FALSE,79,10,53,
9/21/25,2025,3,FALSE,JAX,17,10,HOU,JAX,-1,43.5,TIAA Bank Field,FALSE,85,11,59,
9/21/25,2025,3,FALSE,LAC,23,20,DEN,LAC,-3,43.5,SoFi Stadium,FALSE,72,0,,indoor
9/21/25,2025,3,FALSE,MIN,48,10,CIN,MIN,-3,41.5,U.S. Bank Stadium,FALSE,72,0,,indoor
9/21/25,2025,3,FALSE,NWE,14,21,PIT,PIT,-1.5,44.5,Gillette Stadium,FALSE,66,5,54,
9/21/25,2025,3,FALSE,NYG,9,22,KC,KC,-6,44.5,MetLife Stadium,FALSE,65,5,56,
9/21/25,2025,3,FALSE,PHI,33,26,LA,PHI,-3,44.5,Lincoln Financial Field,FALSE,73,9,47,
9/21/25,2025,3,FALSE,SF,16,15,ARI,SF,-2,45.5,Levi's Stadium,FALSE,72,7,65,
9/21/25,2025,3,FALSE,SEA,44,13,NO,SEA,-7,41.5,Lumen Field,FALSE,63,3,84,
9/21/25,2025,3,FALSE,TB,29,27,NYJ,TB,-6.5,43,Raymond James Stadium,FALSE,88,5,55,
9/21/25,2025,3,FALSE,TEN,20,41,IND,IND,-4.5,43.5,Nissan Stadium,FALSE,84,8,49,
9/21/25,2025,3,FALSE,WAS,41,24,LVR,WAS,-3,43.5,Northwest Stadium,FALSE,72,6,72,
9/18/25,2025,3,FALSE,BUF,31,21,MIA,BUF,-12,50,Highmark Stadium,FALSE,68,7,71,
9/15/25,2025,2,FALSE,HOU,19,20,TB,HOU,-2.5,42.5,NRG Stadium,FALSE,72,0,,indoor
9/15/25,2025,2,FALSE,LVR,9,20,LAC,LAC,-3.5,46.5,Allegiant Stadium,FALSE,72,0,,indoor
9/14/25,2025,2,FALSE,ARI,27,22,CAR,ARI,-7,44.5,State Farm Stadium,FALSE,72,0,,indoor
9/14/25,2025,2,FALSE,BAL,41,17,CLE,BAL,-11.5,45,M&T Bank Stadium,FALSE,75,4,65,Sunny
9/14/25,2025,2,FALSE,CIN,31,27,JAX,CIN,-3,49,Paycor Stadium,FALSE,85,3,37,
9/14/25,2025,2,FALSE,DAL,40,37,NYG,DAL,-5.5,44.5,AT&T Stadium,FALSE,72,0,,indoor
9/14/25,2025,2,FALSE,DET,52,21,CHI,DET,-6.5,46.5,Ford Field,FALSE,72,0,,indoor
9/14/25,2025,2,FALSE,IND,29,28,DEN,DEN,-1,43.5,Lucas Oil Stadium,FALSE,72,0,,indoor
9/14/25,2025,2,FALSE,KC,17,20,PHI,PHI,-1,47,GEHA Field at Arrowhead Stadium,FALSE,88,12,46,
9/14/25,2025,2,FALSE,MIA,27,33,NWE,MIA,-2,43,Hard Rock Stadium,FALSE,89,4,56,
9/14/25,2025,2,FALSE,MIN,6,22,ATL,MIN,-3,44.5,U.S. Bank Stadium,FALSE,72,0,,indoor
9/14/25,2025,2,FALSE,NO,21,26,SF,SF,-3,40.5,Caesars Superdome,FALSE,72,0,,indoor
9/14/25,2025,2,FALSE,NYJ,10,30,BUF,BUF,-6,47.5,MetLife Stadium,FALSE,80,3,49,
9/14/25,2025,2,FALSE,PIT,17,31,SEA,PIT,-3,40,Acrisure Stadium,FALSE,79,5,46,
9/14/25,2025,2,FALSE,TEN,19,33,LA,LAR,-5.5,41.5,Nissan Stadium,FALSE,83,3,46,
9/11/25,2025,2,FALSE,GB,27,18,WAS,GB,-3.5,48,Lambeau Field,FALSE,65,7,78,
9/8/25,2025,1,FALSE,CHI,24,27,MIN,MIN,-1.5,43.5,Soldier Field,FALSE,68,6,38,
9/7/25,2025,1,FALSE,ATL,20,23,TB,ATL,-1,47,Mercedes-Benz Stadium,FALSE,72,0,,indoor
9/7/25,2025,1,FALSE,BUF,41,40,BAL,BAL,-1.5,50.5,Highmark Stadium,FALSE,58,8,61,
9/7/25,2025,1,FALSE,CLE,16,17,CIN,CIN,-5,48,Huntington Bank Field,FALSE,63,10,49,
9/7/25,2025,1,FALSE,DEN,20,12,TEN,DEN,-9,42.5,Empower Field at Mile High,FALSE,84,6,24,
9/7/25,2025,1,FALSE,GB,27,13,DET,GB,-1,47,Lambeau Field,FALSE,60,5,76,
9/7/25,2025,1,FALSE,IND,33,8,MIA,PICK,0,46.5,Lucas Oil Stadium,FALSE,72,0,,indoor
9/7/25,2025,1,FALSE,JAX,26,10,CAR,JAX,-3.5,46.5,TIAA Bank Field,FALSE,85,3,71,
9/7/25,2025,1,FALSE,LA,14,9,HOU,LAR,-3,43.5,SoFi Stadium,FALSE,72,0,,indoor
9/7/25,2025,1,FALSE,NWE,13,20,LVR,NE,-2.5,44,Gillette Stadium,FALSE,62,4,86,
9/7/25,2025,1,FALSE,NO,13,20,ARI,ARI,-6.5,43.5,Caesars Superdome,FALSE,72,0,,indoor
9/7/25,2025,1,FALSE,NYJ,32,34,PIT,PIT,-2.5,38,MetLife Stadium,FALSE,67,3,79,
9/7/25,2025,1,FALSE,SEA,13,17,SF,SF,-2,43,Lumen Field,FALSE,67,6,83,
9/7/25,2025,1,FALSE,WAS,21,6,NYG,WAS,-6,45.5,Northwest Stadium,FALSE,68,5,68,
9/5/25,2025,1,FALSE,LAC,27,21,KC,KC,-3,46.5,Corinthians Arena,TRUE,62,7,80,
9/4/25,2025,1,FALSE,PHI,24,20,DAL,PHI,-8.5,47.5,Lincoln Financial Field,FALSE,75,11,66,
